Specimen_code,Species_name,Provenance,Family,New_tip_label,
RB939,Sherardia arvensis,Spain,Rubiaceae,RB939_Sherardia arvensis_Spain_Rubiaceae,
RB996,Rubia fruticosa,Canary Islands,Rubiaceae,RB996_Rubia fruticosa_Canary Islands_Rubiaceae,
RB797,Rubia angustifolia,Canary Islands,Rubiaceae,RB797_Rubia angustifolia_Canary Islands_Rubiaceae,
RB896,Rubia angustifolia,Italy,Rubiaceae,RB896_Rubia angustifolia_Italy_Rubiaceae,
RB604,Theligonum cynocrambe,Canary Islands,Rubiaceae,RB604_Theligonum cynocrambe_Canary Islands_Rubiaceae,
RB923,Theligonum cynocrambe,Italy,Rubiaceae,RB923_Theligonum cynocrambe_Italy_Rubiaceae,
RB638,Plocama pendula,Canary Islands,Rubiaceae,RB638_Plocama pendula_Canary Islands_Rubiaceae,
RB481,Ixanthus viscosus,Canary Islands,Gentianaceae,RB481_Ixanthus viscosus_Canary Islands_Gentianaceae,
RB206,Blackstonia perfoliata,Morocco,Gentianaceae,RB206_Blackstonia perfoliata_Morocco_Gentianaceae,
RB684,Ceropegia pubescens,India,Apocynaceae,RB684_Ceropegia pubescens_India_Apocynaceae,
RB8,Ceropegia pubescens,India,Apocynaceae,RB8_Ceropegia pubescens_India_Apocynaceae,
RB311,Ceropegia dichotoma,Canary Islands,Apocynaceae,RB311_Ceropegia dichotoma_Canary Islands_Apocynaceae,
RB310,Ceropegia fusca,Canary Islands,Apocynaceae,RB310_Ceropegia fusca_Canary Islands_Apocynaceae,
RB468-2,Rhus coriaria,Canary Islands,Anacardiaceae,RB468-2_Rhus coriaria_Canary Islands_Anacardiaceae,*
RB468,Rhus coriaria,Canary Islands,Anacardiaceae,RB468_Rhus coriaria_Canary Islands_Anacardiaceae,*
K14,Apteranthes burchardii,Morocco,Apocynaceae,K14_Apteranthes burchardii_Morocco_Apocynaceae,
RB1015,Periploca laevigata,Morocco,Apocynaceae,RB1015_Periploca laevigata_Morocco_Apocynaceae,
RB1013,Periploca laevigata,Spain,Apocynaceae,RB1013_Periploca laevigata_Spain_Apocynaceae,
RB320,Buglossoides arvensis,Canary Islands,Boraginaceae,RB320_Buglossoides arvensis_Canary Islands_Boraginaceae,
RB71,Buglossoides arvensis,Spain,Boraginaceae,RB71_Buglossoides arvensis_Spain_Boraginaceae,
RB644,Buglossoides arvensis,Morocco,Boraginaceae,RB644_Buglossoides arvensis_Morocco_Boraginaceae,
RB477,Neatostema apulum,Canary Islands,Boraginaceae,RB477_Neatostema apulum_Canary Islands_Boraginaceae,
RB73,Mairetis microsperma,Morocco,Boraginaceae,RB73_Mairetis microsperma_Morocco_Boraginaceae,
RB75,Arnebia decumbens,Algeria,Boraginaceae,RB75_Arnebia decumbens_Algeria_Boraginaceae,
RB645,Arnebia decumbens,Tunisia,Boraginaceae,RB645_Arnebia decumbens_Tunisia_Boraginaceae,
RB536,Echium simplex,Canary Islands,Boraginaceae,RB536_Echium simplex_Canary Islands_Boraginaceae,
RB1004,Echium horridum,Morocco,Boraginaceae,RB1004_Echium horridum_Morocco_Boraginaceae,
RB511,Echium acanthocarpum,Canary Islands,Boraginaceae,RB511_Echium acanthocarpum_Canary Islands_Boraginaceae,
ODN68,Echium bonnetii,Canary Islands,Boraginaceae,ODN68_Echium bonnetii_Canary Islands_Boraginaceae,
RB74,Echium tenue,Morocco,Boraginaceae,RB74_Echium tenue_Morocco_Boraginaceae,
RB70,Neatostema apulum,Spain,Boraginaceae,RB70_Neatostema apulum_Spain_Boraginaceae,*
ODN58,Cynoglossum creticum,Canary Islands,Boraginaceae,ODN58_Cynoglossum creticum_Canary Islands_Boraginaceae,
P05369549,Ogastemma pusillum,Algeria,Boraginaceae,P05369549_Ogastemma pusillum_Algeria_Boraginaceae,
RB5,Sclerosciadium nodiflorum,Morocco,Apiaceae,RB5_Sclerosciadium nodiflorum_Morocco_Apiaceae,*
RB1037,Hypochaeris radicata,Spain,Asteraceae,RB1037_Hypochaeris radicata_Spain_Asteraceae,
RB1040,Filago pyramidata,Spain,Asteraceae,RB1040_Filago pyramidata_Spain_Asteraceae,*
RB1130,Hypochaeris radicata,Morocco,Asteraceae,RB1130_Hypochaeris radicata_Morocco_Asteraceae,
RB1056-2,#N/A,#N/A,#N/A,RB1056-2_Hypochaeris achyrophorus_Algeria_Asteraceae,
RB1056,Hypochaeris achyrophorus,Algeria,Asteraceae,RB1056_Hypochaeris achyrophorus_Algeria_Asteraceae,
RB1069-2,#N/A,#N/A,#N/A,RB1069-2_Hypochaeris achyrophorus_Spain_Asteraceae,
RB1069,Hypochaeris achyrophorus,Spain,Asteraceae,RB1069_Hypochaeris achyrophorus_Spain_Asteraceae,
RB1052-2,#N/A,#N/A,#N/A,RB1052-2_Hypochaeris glabra_Portugal_Asteraceae,
RB1052,Hypochaeris glabra,Portugal,Asteraceae,RB1052_Hypochaeris glabra_Portugal_Asteraceae,
RB1082-2,#N/A,#N/A,#N/A,RB1082-2_Helminthotheca echioides_South Africa_Asteraceae,
RB1082,Helminthotheca echioides,South Africa,Asteraceae,RB1082_Helminthotheca echioides_South Africa_Asteraceae,
RB1038,Helminthotheca echioides,Ethiopia,Asteraceae,RB1038_Helminthotheca echioides_Ethiopia_Asteraceae,
RB1110,Hedypnois arenaria,Morocco,Asteraceae,RB1110_Hedypnois arenaria_Morocco_Asteraceae,
RB1109-2,#N/A,#N/A,#N/A,RB1109-2_Picris hieracioides_France_Asteraceae,
RB1109,Picris hieracioides,France,Asteraceae,RB1109_Picris hieracioides_France_Asteraceae,
RB1118,Picris hieracioides,Italy,Asteraceae,RB1118_Picris hieracioides_Italy_Asteraceae,
RB1024,Hypochaeris cretensis,Greece,Asteraceae,RB1024_Hypochaeris cretensis_Greece_Asteraceae,
RB1139-2,#N/A,#N/A,#N/A,RB1139-2_Hypochaeris cretensis_Italy_Asteraceae,
RB1139,Hypochaeris cretensis,Italy,Asteraceae,RB1139_Hypochaeris cretensis_Italy_Asteraceae,
RB740,Campanula dichotoma,Spain,Campanulaceae,RB740_Campanula dichotoma_Spain_Campanulaceae,*
RB1122-2,#N/A,#N/A,#N/A,RB1122-2_Hyoseris radiata_Spain_Asteraceae,
RB1122,Hyoseris radiata,Spain,Asteraceae,RB1122_Hyoseris radiata_Spain_Asteraceae,
RB1120,Lactuca viminea,Spain,Asteraceae,RB1120_Lactuca viminea_Spain_Asteraceae,
RB1020,Lactuca viminea,Portugal,Asteraceae,RB1020_Lactuca viminea_Portugal_Asteraceae,
RB1121,Lactuca serriola,Spain,Asteraceae,RB1121_Lactuca serriola_Spain_Asteraceae,
RB1021,Lactuca serriola,Netherlands,Asteraceae,RB1021_Lactuca serriola_Netherlands_Asteraceae,
RB1138,Lactuca tenerrima,Morocco,Asteraceae,RB1138_Lactuca tenerrima_Morocco_Asteraceae,
RB1107,Urospermum picroides,Portugal,Asteraceae,RB1107_Urospermum picroides_Portugal_Asteraceae,
RB1135,Urospermum picroides,Morocco,Asteraceae,RB1135_Urospermum picroides_Morocco_Asteraceae,
RB1094,Arnoseris minima,Germany,Asteraceae,RB1094_Arnoseris minima_Germany_Asteraceae,*
RB1070,Hedypnois rhagadioloides,Spain,Asteraceae,RB1070_Hedypnois rhagadioloides_Spain_Asteraceae,
RB1057,Hedypnois rhagadioloides,Spain,Asteraceae,RB1057_Hedypnois rhagadioloides_Spain_Asteraceae,
RB1137-2,#N/A,#N/A,#N/A,RB1137-2_Rhagadiolus stellatus_Morocco_Asteraceae,
RB1137,Rhagadiolus stellatus,Morocco,Asteraceae,RB1137_Rhagadiolus stellatus_Morocco_Asteraceae,
RB1108,Rhagadiolus stellatus,Portugal,Asteraceae,RB1108_Rhagadiolus stellatus_Portugal_Asteraceae,
RB1019,Lapsana communis,France,Asteraceae,RB1019_Lapsana communis_France_Asteraceae,
RB1119,Lapsana communis,Spain,Asteraceae,RB1119_Lapsana communis_Spain_Asteraceae,
RB1103,Chondrilla juncea,Morocco,Asteraceae,RB1103_Chondrilla juncea_Morocco_Asteraceae,
RB1030,Chondrilla juncea,France,Asteraceae,RB1030_Chondrilla juncea_France_Asteraceae,
RB1022,Lactuca tenerrima,Spain,Asteraceae,RB1022_Lactuca tenerrima_Spain_Asteraceae,
RB1114,Aetheorhiza bulbosa,Spain,Asteraceae,RB1114_Aetheorhiza bulbosa_Spain_Asteraceae,
RB1023,Hyoseris radiata,Algeria,Asteraceae,RB1023_Hyoseris radiata_Algeria_Asteraceae,
RB1136,Arnoseris minima,Portugal,Asteraceae,RB1136_Arnoseris minima_Portugal_Asteraceae,*
RB1029,Cichorium pumilum,Italy,Asteraceae,RB1029_Cichorium pumilum_Italy_Asteraceae,
RB1100,Senecio flavus,Morocco,Asteraceae,RB1100_Senecio flavus_Morocco_Asteraceae,
RB1100-2,#N/A,#N/A,#N/A,RB1100-2_Senecio flavus_Morocco_Asteraceae,
RB1125,Senecio flavus,Morocco,Asteraceae,RB1125_Senecio flavus_Morocco_Asteraceae,
RB1078,Senecio vulgaris,Portugal,Asteraceae,RB1078_Senecio vulgaris_Portugal_Asteraceae,
RB1132,Senecio vulgaris,Spain,Asteraceae,RB1132_Senecio vulgaris_Spain_Asteraceae,
RB1133,Senecio glaucus,Isreal,Asteraceae,RB1133_Senecio glaucus_Isreal_Asteraceae,
RB1133-2,#N/A,#N/A,#N/A,RB1133-2_Senecio glaucus_Isreal_Asteraceae,
RB1124,Senecio glaucus subsp. coronopifolius,Morocco,Asteraceae,RB1124_Senecio glaucus subsp. coronopifolius_Morocco_Asteraceae,
RB1117,Senecio petraeus,Spain,Asteraceae,RB1117_Senecio petraeus_Spain_Asteraceae,
RB1079,Senecio leucanthemifolius,Spain,Asteraceae,RB1079_Senecio leucanthemifolius_Spain_Asteraceae,
RB1101,Senecio squalidus,Italy,Asteraceae,RB1101_Senecio squalidus_Italy_Asteraceae,
RB1080,Senecio glaucus,Morocco,Asteraceae,RB1080_Senecio glaucus_Morocco_Asteraceae,*
RB1111,Senecio massaicus,Morocco,Asteraceae,RB1111_Senecio massaicus_Morocco_Asteraceae,
RB1036,Cineraria lyratiformis,South Africa,Asteraceae,RB1036_Cineraria lyratiformis_South Africa_Asteraceae,
RB1131,Cineraria aspera,South Africa,Asteraceae,RB1131_Cineraria aspera_South Africa_Asteraceae,
RB1063-2,#N/A,#N/A,#N/A,RB1063-2_Jacobaea erucifolia_Netherlands_Asteraceae,
RB1063,Jacobaea erucifolia,Netherlands,Asteraceae,RB1063_Jacobaea erucifolia_Netherlands_Asteraceae,
RB1046,Emilia coccinea,Cameroon,Asteraceae,RB1046_Emilia coccinea_Cameroon_Asteraceae,
RB1128,Pallenis spinosa,Morocco,Asteraceae,RB1128_Pallenis spinosa_Morocco_Asteraceae,
RB1128-2,#N/A,#N/A,#N/A,RB1128-2_Pallenis spinosa_Morocco_Asteraceae,
RB1032,Calendula suffruticosa,Portugal,Asteraceae,RB1032_Calendula suffruticosa_Portugal_Asteraceae,
RB1064,Calendula tripterocarpa,Portugal,Asteraceae,RB1064_Calendula tripterocarpa_Portugal_Asteraceae,
RB1090,Calendula suffruticosa,Morocco,Asteraceae,RB1090_Calendula suffruticosa_Morocco_Asteraceae,
RB1031,Calendula tripterocarpa,Spain,Asteraceae,RB1031_Calendula tripterocarpa_Spain_Asteraceae,
RB1091,Calendula arvensis,Spain,Asteraceae,RB1091_Calendula arvensis_Spain_Asteraceae,
RB1045,Calendula arvensis,Morocco,Asteraceae,RB1045_Calendula arvensis_Morocco_Asteraceae,
RB1060,Bellis annua,Morocco,Asteraceae,RB1060_Bellis annua_Morocco_Asteraceae,
RB1092,Bellis annua,Spain,Asteraceae,RB1092_Bellis annua_Spain_Asteraceae,
RB1017,Phagnalon rupestre,Morocco,Asteraceae,RB1017_Phagnalon rupestre_Morocco_Asteraceae,
RB1127,Phagnalon rupestre,Spain,Asteraceae,RB1127_Phagnalon rupestre_Spain_Asteraceae,
RB1042,Filago lutescens,Jordan,Asteraceae,RB1042_Filago lutescens_Jordan_Asteraceae,*
RB1044,Filago desertorum,Morocco,Asteraceae,RB1044_Filago desertorum_Morocco_Asteraceae,
RB1041,Filago pygmaea,Greece,Asteraceae,RB1041_Filago pygmaea_Greece_Asteraceae,
RB1102,Filago germanica,Spain,Asteraceae,RB1102_Filago germanica_Spain_Asteraceae,
RB1071,Filago lutescens,Spain,Asteraceae,RB1071_Filago lutescens_Spain_Asteraceae,
RB1083,Filago pyramidata,Morocco,Asteraceae,RB1083_Filago pyramidata_Morocco_Asteraceae,
RB1043,Filago germanica,Ethiopia,Asteraceae,RB1043_Filago germanica_Ethiopia_Asteraceae,*
RB1025,Filago arvensis,Luxembourg,Asteraceae,RB1025_Filago arvensis_Luxembourg_Asteraceae,
RB1141,Logfia minima,Netherlands,Asteraceae,RB1141_Logfia minima_Netherlands_Asteraceae,
RB1113,Logfia gallica,France,Asteraceae,RB1113_Logfia gallica_France_Asteraceae,
RB1068-2,#N/A,#N/A,#N/A,RB1068-2_Perralderia coronopifolia_Morocco_Asteraceae,
RB1034,Heteranthemis viscide-hirta,Morocco,Asteraceae,RB1034_Heteranthemis viscide-hirta_Morocco_Asteraceae,
RB1058,Coleostephus myconis,Morocco,Asteraceae,RB1058_Coleostephus myconis_Morocco_Asteraceae,
RB1066,Heteranthemis viscide-hirta,Morocco,Asteraceae,RB1066_Heteranthemis viscide-hirta_Morocco_Asteraceae,
RB1065,Coleostephus myconis,Spain,Asteraceae,RB1065_Coleostephus myconis_Spain_Asteraceae,
RB1050,Aaronsohnia pubescens,Morocco,Asteraceae,RB1050_Aaronsohnia pubescens_Morocco_Asteraceae,
RB1134,Matricaria chamomilla,Spain,Asteraceae,RB1134_Matricaria chamomilla_Spain_Asteraceae,
RB1106,Anacyclus clavatus,Spain,Asteraceae,RB1106_Anacyclus clavatus_Spain_Asteraceae,*
RB1099,Tripleurospermum inodorum,Austria,Asteraceae,RB1099_Tripleurospermum inodorum_Austria_Asteraceae,
RB1099-2,#N/A,#N/A,#N/A,RB1099-2_Tripleurospermum inodorum_Austria_Asteraceae,
RB1051,Matricaria chamomilla,Spain,Asteraceae,RB1051_Matricaria chamomilla_Spain_Asteraceae,
RB1062,Anthemis arvensis,Italy,Asteraceae,RB1062_Anthemis arvensis_Italy_Asteraceae,
RB1081,Tanacetum corymbosum,Ethiopia,Asteraceae,RB1081_Tanacetum corymbosum_Ethiopia_Asteraceae,
RB1035,Tanacetum corymbosum,Germany,Asteraceae,RB1035_Tanacetum corymbosum_Germany_Asteraceae,
RB1048,Anacyclus radiatus,Morocco,Asteraceae,RB1048_Anacyclus radiatus_Morocco_Asteraceae,
RB1105,Anacyclus radiatus,Spain,Asteraceae,RB1105_Anacyclus radiatus_Spain_Asteraceae,
RB1033,Artemisia herba-alba,Morocco,Asteraceae,RB1033_Artemisia herba-alba_Morocco_Asteraceae,
RB1075,Artemisia vallesiaca,Italy,Asteraceae,RB1075_Artemisia vallesiaca_Italy_Asteraceae,
RB1061,Artemisia reptans,Morocco,Asteraceae,RB1061_Artemisia reptans_Morocco_Asteraceae,
RB601,Crithmum maritimum,Spain,Apiaceae,RB601_Crithmum maritimum_Spain_Apiaceae,*
RB1049,Lifago dielsii,Algeria,Asteraceae,RB1049_Lifago dielsii_Algeria_Asteraceae,
RB1095,Lifago dielsii,Algeria,Asteraceae,RB1095_Lifago dielsii_Algeria_Asteraceae,
RB1018,Pallenis spinosa,Portugal,Asteraceae,RB1018_Pallenis spinosa_Portugal_Asteraceae,
RB1026,Dittrichia viscosa,Spain,Asteraceae,RB1026_Dittrichia viscosa_Spain_Asteraceae,
RB1084,Dittrichia viscosa,Spain,Asteraceae,RB1084_Dittrichia viscosa_Spain_Asteraceae,
RB1074,Cynara humilis,Portugal,Asteraceae,RB1074_Cynara humilis_Portugal_Asteraceae,*
RB1074-2,#N/A,#N/A,#N/A,RB1074-2_Cynara humilis_Portugal_Asteraceae,*
RB1112,Picnomon acarna,Spain,Asteraceae,RB1112_Picnomon acarna_Spain_Asteraceae,
RB1126,Picnomon acarna,Spain,Asteraceae,RB1126_Picnomon acarna_Spain_Asteraceae,
RB1016,Notobasis syriaca,Portugal,Asteraceae,RB1016_Notobasis syriaca_Portugal_Asteraceae,
RB1129,Notobasis syriaca,Spain,Asteraceae,RB1129_Notobasis syriaca_Spain_Asteraceae,
RB1077,Silybum marianum,France,Asteraceae,RB1077_Silybum marianum_France_Asteraceae,
RB1027,Cynara cardunculus,Portugal,Asteraceae,RB1027_Cynara cardunculus_Portugal_Asteraceae,
RB1027-2,#N/A,#N/A,#N/A,RB1027-2_Cynara cardunculus_Portugal_Asteraceae,
RB1085,Cynara cardunculus,Morocco,Asteraceae,RB1085_Cynara cardunculus_Morocco_Asteraceae,
RB1053,Cynara humilis,Spain,Asteraceae,RB1053_Cynara humilis_Spain_Asteraceae,
RB1088,Carthamus lanatus,Ethiopia,Asteraceae,RB1088_Carthamus lanatus_Ethiopia_Asteraceae,
RB1089,Carthamus caeruleus,Algeria,Asteraceae,RB1089_Carthamus caeruleus_Algeria_Asteraceae,
RB1059,Carthamus caeruleus,France,Asteraceae,RB1059_Carthamus caeruleus_France_Asteraceae,
RB1097,Volutaria saharae,Algeria,Asteraceae,RB1097_Volutaria saharae_Algeria_Asteraceae,
RB1096,Volutaria tubuliflora,Morocco,Asteraceae,RB1096_Volutaria tubuliflora_Morocco_Asteraceae,
RB1115,Volutaria tubuliflora,Spain,Asteraceae,RB1115_Volutaria tubuliflora_Spain_Asteraceae,
RB1116,Volutaria lippii,Algeria,Asteraceae,RB1116_Volutaria lippii_Algeria_Asteraceae,
RB1098,Volutaria lippii,Morocco,Asteraceae,RB1098_Volutaria lippii_Morocco_Asteraceae,
RB1142,Carthamus lanatus,France,Asteraceae,RB1142_Carthamus lanatus_France_Asteraceae,
RB1104,Atractylis cancellata,Spain,Asteraceae,RB1104_Atractylis cancellata_Spain_Asteraceae,
RB1094-2,#N/A,#N/A,#N/A,RB1094-2_Arnoseris minima_Germany_Asteraceae,
RB1047,Anacyclus clavatus,Tunisia,Asteraceae,RB1047_Anacyclus clavatus_Tunisia_Asteraceae,*
RB46-2,#N/A,#N/A,#N/A,RB46-2_Wahlenbergia lobelioides_Kenya_Campanulaceae,
RB46,Wahlenbergia lobelioides,Kenya,Campanulaceae,RB46_Wahlenbergia lobelioides_Kenya_Campanulaceae,
ODN86,Wahlenbergia lobelioides,Canary Islands,Campanulaceae,ODN86_Wahlenbergia lobelioides_Canary Islands_Campanulaceae,
RB720,Wahlenbergia lobelioides,Chad,Campanulaceae,RB720_Wahlenbergia lobelioides_Chad_Campanulaceae,
RB721,Legousia falcata,France,Campanulaceae,RB721_Legousia falcata_France_Campanulaceae,
RB47,Legousia falcata,Morocco,Campanulaceae,RB47_Legousia falcata_Morocco_Campanulaceae,
RB584,Legousia falcata,Canary Islands,Campanulaceae,RB584_Legousia falcata_Canary Islands_Campanulaceae,
RB739,Legousia hybrida,Portugal,Campanulaceae,RB739_Legousia hybrida_Portugal_Campanulaceae,
RB69,Legousia hybrida,Spain,Campanulaceae,RB69_Legousia hybrida_Spain_Campanulaceae,
RB49,Campanula erinus,Morocco,Campanulaceae,RB49_Campanula erinus_Morocco_Campanulaceae,
ODN33,Campanula erinus,Canary Islands,Campanulaceae,ODN33_Campanula erinus_Canary Islands_Campanulaceae,
RB741,Campanula erinus,Spain,Campanulaceae,RB741_Campanula erinus_Spain_Campanulaceae,
RB316,Campanula dichotoma,Canary Islands,Campanulaceae,RB316_Campanula dichotoma_Canary Islands_Campanulaceae,
RB41,Campanula dichotoma,Morocco,Campanulaceae,RB41_Campanula dichotoma_Morocco_Campanulaceae,
RB722,Canarina eminii,Ethiopia,Campanulaceae,RB722_Canarina eminii_Ethiopia_Campanulaceae,
RB48,Canarina eminii,Ethiopia,Campanulaceae,RB48_Canarina eminii_Ethiopia_Campanulaceae,
ODN32,Canarina canariensis,Canary Islands,Campanulaceae,ODN32_Canarina canariensis_Canary Islands_Campanulaceae,
RB563,Solenopsis laurentia,Spain,Lobeliaceae,RB563_Solenopsis laurentia_Spain_Lobeliaceae,
RB563-2,#N/A,#N/A,Lobeliaceae,RB563-2_Solenopsis laurentia_Spain_Lobeliaceae,
RB968,Solenopsis laurentia,Canary Islands,Lobeliaceae,RB968_Solenopsis laurentia_Canary Islands_Lobeliaceae,
RB1123,Silybum marianum,Spain,Asteraceae,RB1123_Silybum marianum_Spain_Asteraceae,*
RB562,Echium pininana,Canary Islands,Boraginaceae,RB562_Echium pininana_Canary Islands_Boraginaceae,*
ODN5,Ammi majus,Canary Islands,Apiaceae,ODN5_Ammi majus_Canary Islands_Apiaceae,
RB473,Ammi procerum,Canary Islands,Apiaceae,RB473_Ammi procerum_Canary Islands_Apiaceae,
ODN117,Visnaga daucoides,Canary Islands,Apiaceae,ODN117_Visnaga daucoides_Canary Islands_Apiaceae,*
RB3,Ammi majus,Morocco,Apiaceae,RB3_Ammi majus_Morocco_Apiaceae,
RB1008,Rutheopsis herbanica,Canary Islands,Apiaceae,RB1008_Rutheopsis herbanica_Canary Islands_Apiaceae,
ODN112,Canaria tortuosa,Canary Islands,Apiaceae,ODN112_Canaria tortuosa_Canary Islands_Apiaceae,
RB688,Sclerosciadium nodiflorum,Morocco,Apiaceae,RB688_Sclerosciadium nodiflorum_Morocco_Apiaceae,
RB648,Foeniculum vulgare,Spain,Apiaceae,RB648_Foeniculum vulgare_Spain_Apiaceae,
RB6,Foeniculum vulgare,France,Apiaceae,RB6_Foeniculum vulgare_France_Apiaceae,
RB294,Foeniculum vulgare,Canary Islands,Apiaceae,RB294_Foeniculum vulgare_Canary Islands_Apiaceae,
RB4,Visnaga daucoides,Morocco,Apiaceae,RB4_Visnaga daucoides_Morocco_Apiaceae,
RB342,Conium maculatum,Canary Islands,Apiaceae,RB342_Conium maculatum_Canary Islands_Apiaceae,
RB653,Conium maculatum,Spain,Apiaceae,RB653_Conium maculatum_Spain_Apiaceae,
RB15,Conium maculatum,Netherlands,Apiaceae,RB15_Conium maculatum_Netherlands_Apiaceae,
RB278,Ammodaucus leucotrichus,Canary Islands,Apiaceae,RB278_Ammodaucus leucotrichus_Canary Islands_Apiaceae,*?
RB736,Bufonia paniculata,France,Caryophyllaceae,RB736_Bufonia paniculata_France_Caryophyllaceae,*
RB652,Crithmum maritimum,Morocco,Apiaceae,RB652_Crithmum maritimum_Morocco_Apiaceae,
ODN60,Crithmum maritimum,Canary Islands,Apiaceae,ODN60_Crithmum maritimum_Canary Islands_Apiaceae,
RB464,Scandix pecten-veneris,Canary Islands,Apiaceae,RB464_Scandix pecten-veneris_Canary Islands_Apiaceae,
RB578,Scandix pecten-veneris,Morocco,Apiaceae,RB578_Scandix pecten-veneris_Morocco_Apiaceae,
RB666,Scandix pecten-veneris,Morocco,Apiaceae,RB666_Scandix pecten-veneris_Morocco_Apiaceae,
RB647,Athamanta sicula,Algeria,Apiaceae,RB647_Athamanta sicula_Algeria_Apiaceae,
RB28,Athamanta sicula,Algeria,Apiaceae,RB28_Athamanta sicula_Algeria_Apiaceae,
ODN110,Todaroa aurea,Canary Islands,Apiaceae,ODN110_Todaroa aurea_Canary Islands_Apiaceae,*?
RB685,Ammodaucus leucotrichus,Algeria,Apiaceae,RB685_Ammodaucus leucotrichus_Algeria_Apiaceae,
RB656,Ammi majus,Spain,Apiaceae,RB656_Ammi majus_Spain_Apiaceae,?
RB330,Daucus carota,Canary Islands,Apiaceae,RB330_Daucus carota_Canary Islands_Apiaceae,
RB24,Daucus carota,Spain,Apiaceae,RB24_Daucus carota_Spain_Apiaceae,
RB650,Daucus carota,Morocco,Apiaceae,RB650_Daucus carota_Morocco_Apiaceae,
RB11,Daucus aureus,Algeria,Apiaceae,RB11_Daucus aureus_Algeria_Apiaceae,
RB651,Daucus aureus,Italy,Apiaceae,RB651_Daucus aureus_Italy_Apiaceae,
RB27,Daucus muricatus,Portugal,Apiaceae,RB27_Daucus muricatus_Portugal_Apiaceae,
ODN56,Daucus elegans,Canary Islands,Apiaceae,ODN56_Daucus elegans_Canary Islands_Apiaceae,
RB655,Apium nodiflorum,Morocco,Apiaceae,RB655_Apium nodiflorum_Morocco_Apiaceae,
RB13,Apium nodiflorum,Spain,Apiaceae,RB13_Apium nodiflorum_Spain_Apiaceae,
RB276,Apium nodiflorum,Canary Islands,Apiaceae,RB276_Apium nodiflorum_Canary Islands_Apiaceae,
ODN38,Bupleurum handiense,Canary Islands,Apiaceae,ODN38_Bupleurum handiense_Canary Islands_Apiaceae,
ODN37,Bupleurum salicifolium,Canary Islands,Apiaceae,ODN37_Bupleurum salicifolium_Canary Islands_Apiaceae,
RB689,Bupleurum canescens,Morocco,Apiaceae,RB689_Bupleurum canescens_Morocco_Apiaceae,
RB12,Bupleurum oligactis,Algeria,Apiaceae,RB12_Bupleurum oligactis_Algeria_Apiaceae,
RB654,Bupleurum semicompositum,Morocco,Apiaceae,RB654_Bupleurum semicompositum_Morocco_Apiaceae,
RB31,Bupleurum semicompositum,Spain,Apiaceae,RB31_Bupleurum semicompositum_Spain_Apiaceae,
RB319,Bupleurum semicompositum,Canary Islands,Apiaceae,RB319_Bupleurum semicompositum_Canary Islands_Apiaceae,
ODN2,Astydamia latifolia,Canary Islands,Apiaceae,ODN2_Astydamia latifolia_Canary Islands_Apiaceae,
ODN49,Drusa glandulosa,Canary Islands,Apiaceae,ODN49_Drusa glandulosa_Canary Islands_Apiaceae,
RB670,Hedera maroccana,Morocco,Araliaceae,RB670_Hedera maroccana_Morocco_Araliaceae,
RB794,Hedera iberica,Spain,Araliaceae,RB794_Hedera iberica_Spain_Araliaceae,
RB462,Hedera canariensis,Canary Islands,Araliaceae,RB462_Hedera canariensis_Canary Islands_Araliaceae,
RB675,Viburnum tinus,Spain,Adoxaceae,RB675_Viburnum tinus_Spain_Adoxaceae,
RB588,Viburnum tinus,Spain,Adoxaceae,RB588_Viburnum tinus_Spain_Adoxaceae,
RB674,Sambucus nigra,Spain,Adoxaceae,RB674_Sambucus nigra_Spain_Adoxaceae,
ODN119,Sambucus palmensis,Canary Islands,Adoxaceae,ODN119_Sambucus palmensis_Canary Islands_Adoxaceae,
RB385,Pterocephalus lasiospermus,Canary Islands,Caprifoliaceae,RB385_Pterocephalus lasiospermus_Canary Islands_Caprifoliaceae,
K16,Pterocephalus depressus,Morocco,Caprifoliaceae,K16_Pterocephalus depressus_Morocco_Caprifoliaceae,
RB943,Valeriana calcitrapae,Morocco,Caprifoliaceae,RB943_Valeriana calcitrapae_Morocco_Caprifoliaceae,
ODN83,Valeriana calcitrapae,Canary Islands,Caprifoliaceae,ODN83_Valeriana calcitrapae_Canary Islands_Caprifoliaceae,
RB944,Valeriana calcitrapae,Spain,Caprifoliaceae,RB944_Valeriana calcitrapae_Spain_Caprifoliaceae,
RB20,Sambucus nigra,Morocco,Adoxaceae,RB20_Sambucus nigra_Morocco_Adoxaceae,
RB29,Ilex pseudobuxus,Brazil,Aquifoliaceae,RB29_Ilex pseudobuxus_Brazil_Aquifoliaceae,*
RB84,Arbutus andrachne,Greece,Ericaceae,RB84_Arbutus andrachne_Greece_Ericaceae,
RB242,Eurya acuminata,Thailand,Pentaphylacaceae,RB242_Eurya acuminata_Thailand_Pentaphylacaceae,
RB983,Sideroxylon canariense,Canary Islands,Sapotaceae,RB983_Sideroxylon canariense_Canary Islands_Sapotaceae,
RB921,Sideroxylon inerme,South Africa,Sapotaceae,RB921_Sideroxylon inerme_South Africa_Sapotaceae,
VB1,Pleiomeris canariensis,Canary Islands,Primulaceae,VB1_Pleiomeris canariensis_Canary Islands_Primulaceae,
